# Single SKU Max Power Table
#    |        |# |   OFDM 6 ~ 54      |  |                  HT20 MCS 0 ~ 15           |  |                 HT40 MCS 0 ~ 15            |
ch1 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch2 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch3 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch4 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch5 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch6 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch7 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch8 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch9 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch10 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch11 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch12 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17
ch13 20 20 20 20 20 20 20 20 20 19 18 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17 20 20 20 20 19 18 17 17

#   OFDM 6 ~ 54            | |                  HT20 MCS 0 ~ 15            | |                 HT40 MCS 0 ~ 15             | |     VHT80 MCS 0 ~ 9       |
ch36 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch38 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch40 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch42 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch44 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch46 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch48 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch52 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch54 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch56 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch58 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch60 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch62 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch64 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
ch100 19 19 19 19 18 18 17 17 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 19 19 19 19 18 18 17 16 15 14
